Date,Timestamp, Ticker,  Message ,  Price , % of Vol , Block Type , Value , SecurityType, Industry, Sector,  30DayAverage , Float, EarningsDate
11/15/2019,12:10:20 PM,IGIB," 113,445 ", $57.80 ,13%,DARK BLOCK,$6.5M,ETF/Fund,ETFs,Miscellaneous," 869,050 ",154,N/A
11/15/2019,4:10:22 PM,IJR," 150,000 ", $80.89 ,6%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,9:45:55 AM,IJR," 116,705 ", $80.94 ,4%,DARK BLOCK,$9.4M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,12:13:18 PM,IJR," 113,727 ", $80.86 ,4%,DARK ISOAA,$9.1M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,11:21:12 AM,IJR," 113,666 ", $80.77 ,4%,DARK ISOAA,$9.1M,ETF/Fund,ETFs,Miscellaneous," 2,659,433 ",564,N/A
11/15/2019,11:46:34 AM,ILF," 157,381 ", $32.39 ,11%,DARK BLOCK,$5.0M,ETF/Fund,ETFs,Miscellaneous," 1,409,095 ",54,N/A
11/15/2019,11:53:01 AM,INDA," 265,722 ", $34.21 ,7%,DARK ISO,$9.0M,ETF/Fund,ETFs,Miscellaneous," 3,926,010 ",152,N/A
11/15/2019,1:43:15 PM,ITM," 340,094 ", $50.01 ,260%,DARK ISOBB,$17.0M,ETF/Fund,ETFs,Miscellaneous," 130,680 ",37,N/A
11/15/2019,2:23:24 PM,ITOT," 106,348 ", $70.36 ,8%,DARK BLOCK,$7.4M,ETF/Fund,ETFs,Miscellaneous," 1,322,249 ",348,N/A
11/15/2019,9:38:48 AM,IVV," 660,000 ", $312.13 ,21%,DARK ISOBB,$206.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,12:31:39 PM,IVV," 311,584 ", $313.11 ,10%,DARK BLOCK,$97.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,9:59:12 AM,IVV," 200,000 ", $312.08 ,6%,DARK BLOCK,$62.0M,ETF/Fund,ETFs,Miscellaneous," 3,112,235 ",626,N/A
11/15/2019,2:27:59 PM,IWB," 140,027 ", $172.67 ,16%,DARK ISOAA,$24.0M,ETF/Fund,ETFs,Miscellaneous," 857,057 ",123,N/A
11/15/2019,9:46:02 AM,IWD," 110,248 ", $133.25 ,6%,DARK ISOBB,$14.0M,ETF/Fund,ETFs,Miscellaneous," 1,698,055 ",309,N/A
11/15/2019,10:00:28 AM,JPST," 405,135 ", $50.47 ,21%,DARK BLOCK,$20.0M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,1:18:38 PM,JPST," 147,798 ", $50.49 ,7%,DARK BLOCK,$7.4M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,10:00:47 AM,JPST," 109,682 ", $50.47 ,6%,DARK BLOCK,$5.5M,ETF/Fund,,," 1,974,679 ",194,N/A
11/15/2019,4:00:07 PM,KRE," 150,000 ", $55.98 ,3%,DARK BLOCK,$8.3M,ETF/Fund,ETFs,Miscellaneous," 5,443,293 ",36,N/A
11/15/2019,12:46:40 PM,LMBS," 461,135 ", $51.88 ,93%,DARK ISOBBDay,$23.0M,ETF/Fund,,," 493,562 ",72,N/A
11/15/2019,11:30:57 AM,LQD," 250,000 ", $126.82 ,3%,DARK ISO,$31.0M,ETF/Fund,ETFs,Miscellaneous," 8,937,482 ",275,N/A
11/15/2019,11:22:17 AM,LQD," 150,000 ", $126.87 ,2%,DARK BLOCK,$19.0M,ETF/Fund,ETFs,Miscellaneous," 8,937,482 ",275,N/A
11/15/2019,2:03:06 PM,LQDH," 244,345 ", $94.03 ,4063%,DARK ISO,$22.0M,ETF/Fund,,," 6,014 ",1,N/A
11/15/2019,2:22:50 PM,MBB," 791,581 ", $108.08 ,90%,DARK BLOCK,$85.0M,ETF/Fund,ETFs,Miscellaneous," 882,629 ",181,N/A
11/15/2019,2:33:30 PM,MCHI," 152,181 ", $59.11 ,5%,DARK BLOCK,$8.9M,ETF/Fund,ETFs,Miscellaneous," 3,203,939 ",66,N/A
11/15/2019,4:17:31 PM,MDY," 100,000 ", $364.60 ,11%,DARK BLOCK,$36.0M,ETF/Fund,ETFs,Miscellaneous," 941,729 ",53,N/A
11/15/2019,12:22:15 PM,MINT," 123,383 ", $101.68 ,15%,DARK ISOAA,$12.0M,ETF/Fund,,," 814,450 ",128,N/A
11/15/2019,4:05:35 PM,MINT," 112,241 ", $101.66 ,14%,DARK BLOCK,$11.0M,ETF/Fund,,," 814,450 ",128,N/A
11/15/2019,12:12:24 PM,MUB," 134,968 ", $113.50 ,20%,DARK ISOBBDay,$15.0M,ETF/Fund,ETFs,Miscellaneous," 669,676 ",128,N/A
11/15/2019,4:26:58 PM,NUGT," 400,000 ", $26.88 ,4%,DARK BLOCK,$10.0M,ETF/Fund,ETFs,Miscellaneous," 10,406,087 ",50,N/A
11/15/2019,11:45:26 AM,PCY," 457,031 ", $29.06 ,40%,DARK ISO,$13.0M,ETF/Fund,ETFs,Miscellaneous," 1,139,621 ",121,N/A
11/15/2019,2:41:19 PM,SHV," 110,728 ", $110.59 ,5%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 2,028,719 ",195,N/A
11/15/2019,11:41:19 AM,SHY," 122,866 ", $84.72 ,6%,DARK BLOCK,$10.0M,ETF/Fund,ETFs,Miscellaneous," 1,970,082 ",207,N/A
11/15/2019,2:21:12 PM,SIZE," 129,023 ", $94.58 ,42%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 308,231 ",4,N/A
11/15/2019,4:26:58 PM,SMH," 550,000 ", $134.29 ,14%,DARK BLOCK,$73.0M,ETF/Fund,ETFs,Miscellaneous," 4,033,033 ",10,N/A
11/15/2019,4:26:58 PM,SOXL," 110,000 ", $232.10 ,12%,DARK BLOCK,$25.0M,ETF/Fund,ETFs,Miscellaneous," 894,928 ",3,N/A
11/15/2019,1:33:11 PM,SPHB," 281,449 ", $44.22 ,211%,DARK ISOAA,$12.0M,ETF/Fund,ETFs,Miscellaneous," 133,480 ",2,N/A
11/15/2019,10:17:02 AM,SPHB," 158,722 ", $44.06 ,119%,DARK ISO,$6.9M,ETF/Fund,ETFs,Miscellaneous," 133,480 ",2,N/A
11/15/2019,10:57:47 AM,SPIB," 215,285 ", $35.20 ,17%,DARK ISO,$7.5M,ETF/Fund,ETFs,Miscellaneous," 1,254,606 ",146,N/A
11/15/2019,4:00:49 PM,SPLB," 323,000 ", $29.70 ,102%,DARK BLOCK,$9.5M,ETF/Fund,ETFs,Miscellaneous," 318,038 ",22,N/A
11/15/2019,12:16:19 PM,SPLB," 317,265 ", $29.72 ,100%,DARK BLOCK,$9.4M,ETF/Fund,ETFs,Miscellaneous," 318,038 ",22,N/A
11/15/2019,12:13:36 PM,SPTL," 240,335 ", $39.54 ,27%,DARK BLOCK,$9.5M,ETF/Fund,ETFs,Miscellaneous," 884,458 ",54,N/A
11/15/2019,4:26:58 PM,SPXU," 430,000 ", $22.37 ,9%,DARK BLOCK,$9.6M,ETF/Fund,ETFs,Miscellaneous," 4,715,939 ",27,N/A
11/15/2019,12:53:38 PM,STIP," 137,805 ", $100.27 ,187%,DARK BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 73,563 ",23,N/A
11/15/2019,1:26:28 PM,SVXY," 770,668 ", $61.38 ,40%,DARK ISOAADay,$47.0M,ETF/Fund,,," 1,933,482 ",4,N/A
11/15/2019,12:49:39 PM,TIP," 112,965 ", $115.87 ,9%,DARK BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 1,287,721 ",172,N/A
11/15/2019,3:46:03 PM,ULTR," 550,000 ", $50.09 ,2296%,DARK BLOCK,$27.0M,ETF/Fund,,," 23,955 ",0,20160421
11/15/2019,11:44:37 AM,UPRO," 389,040 ", $62.96 ,13%,DARK ISOBB,$24.0M,ETF/Fund,ETFs,Miscellaneous," 2,924,052 ",22,20010122
11/15/2019,12:19:03 PM,USIG," 577,273 ", $57.97 ,95%,DARK BLOCK,$33.0M,ETF/Fund,ETFs,Miscellaneous," 609,127 ",68,N/A
11/15/2019,1:26:20 PM,UVXY," 918,000 ", $16.28 ,7%,DARK ISOBB,$14.0M,ETF/Fund,,," 13,940,822 ",34,N/A
11/15/2019,5:40:21 PM,VCIT," 101,897 ", $91.00 ,6%,DARK BLOCK,$9.2M,ETF/Fund,ETFs,Miscellaneous," 1,784,324 ",274,N/A
11/15/2019,2:29:10 PM,VCSH," 197,900 ", $81.00 ,14%,DARK ISOAA,$16.0M,ETF/Fund,ETFs,Miscellaneous," 1,426,081 ",308,N/A
11/15/2019,2:27:31 PM,VEU," 252,755 ", $52.36 ,11%,DARK BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 2,310,877 ",477,N/A
11/15/2019,4:26:58 PM,VGK," 280,000 ", $56.44 ,9%,DARK BLOCK,$15.0M,ETF/Fund,ETFs,Miscellaneous," 3,288,359 ",237,N/A
11/15/2019,4:18:16 PM,VO," 200,000 ", $172.85 ,52%,DARK BLOCK,$34.0M,ETF/Fund,ETFs,Miscellaneous," 387,730 ",162,N/A
11/15/2019,10:47:12 AM,VTI," 432,433 ", $158.03 ,20%,DARK ISOAA,$68.0M,ETF/Fund,ETFs,Miscellaneous," 2,171,104 ",809,N/A
11/15/2019,12:15:25 PM,VUG," 137,102 ", $174.98 ,25%,DARK ISOBB,$23.0M,ETF/Fund,ETFs,Miscellaneous," 547,361 ",251,N/A
11/15/2019,9:43:07 AM,VWO," 900,000 ", $42.23 ,8%,DARK BLOCK,$38.0M,ETF/Fund,ETFs,Miscellaneous," 11,536,270 ",1502,N/A
11/15/2019,2:37:31 PM,VWO," 227,481 ", $42.27 ,2%,DARK BLOCK,$9.6M,ETF/Fund,ETFs,Miscellaneous," 11,536,270 ",1502,N/A
